ID,Member,Order,SKU
786,SSSHLNW,8083357,15669861
787,SSSHLNW,8083357,15669887
788,SSSHLNW,8083357,15669760
789,SSSHLNW,8083357,15668379
790,SSSHLNW,8083357,15669884
791,SSSHLRH,8134798,15668687
792,SSSHLRH,8134798,15669869
793,SSSHLRH,8134798,34986330
794,SSSHLRH,8134798,15668460
795,SSSHLRH,8134798,15668685
796,SSSHNNH,8079315,15668460
797,SSSHNNH,8079315,15668462
798,SSSHNNH,8079315,15669857
799,SSSHNNH,8079315,15668521
800,SSSHNNH,8079315,15669878
801,SSSHZHS,7406752,15668381
802,SSSHZHS,7406752,15669863
803,SSSHZHS,7406752,92436884
804,SSSHZHS,7406752,15669762
805,SSSHZHS,7406752,15668460
806,SSSLEZO,8232216,15669760
807,SSSLEZO,8232216,15669828
808,SSSLEZO,8232216,15669777
809,SSSLEZO,8232216,15669880
810,SSSLEZO,8232216,15669761
811,SSSLOHO,8141867,15669780
812,SSSLOHO,8141867,92388008
813,SSSLOHO,8141867,15669764
814,SSSLOHO,8141867,15669863
815,SSSLOHO,8141867,15669817
816,SSSNESR,8205042,15668460
817,SSSNESR,8205042,15669864
818,SSSNESR,8205042,15668458
819,SSSNESR,8205042,15669764
820,SSSNESR,8205042,15669866
821,SSSNHRZ,8236676,15669817
822,SSSNHRZ,8236676,15669762
823,SSSNHRZ,8236676,34992815
824,SSSNHRZ,8236676,15670269
825,SSSNHRZ,8236676,15669864
826,SSSNLOO,8286457,15669881
827,SSSNLOO,8286457,15669803
828,SSSNLOO,8286457,7753732
829,SSSNLOO,8286457,15669859
830,SSSNLOO,8286457,15669763
831,SSSNORC,7431803,15668381
832,SSSNORC,7431803,15668688
833,SSSNORC,7431803,15668462
834,SSSNORC,7431803,15668468
835,SSSNORC,7431803,93141092
836,SSSNZHO,8353591,15669880
837,SSSNZHO,8353591,15669885
838,SSSNZHO,8353591,15669864
839,SSSNZHO,8353591,15669857
840,SSSNZHO,8353591,15669761
841,SSSOOZC,8106887,15668381
842,SSSOOZC,8106887,15668465
843,SSSOOZC,8106887,15668460
844,SSSOOZC,8106887,15669832
845,SSSOOZC,8106887,15668451
846,SSSORWE,8119882,15668688
847,SSSORWE,8119882,15668379
848,SSSORWE,8119882,15668458
849,SSSORWE,8119882,15668468
850,SSSORWE,8119882,15668381
851,SSSREHN,8110925,15669780
852,SSSREHN,8110925,15669814
853,SSSREHN,8110925,15668467
854,SSSREHN,8110925,15669869
855,SSSREHN,8110925,34987110
856,SSSRREW,7387521,15669878
857,SSSRREW,7387521,15669781
858,SSSRREW,7387521,7689353
859,SSSRREW,7387521,21408952
860,SSSRREW,7387521,15669829
861,SSSRWWN,8288966,15668379
862,SSSRWWN,8288966,15668688
863,SSSRWWN,8288966,15668381
864,SSSRWWN,8288966,15668462
865,SSSRWWN,8288966,15668460
866,SSSSONE,8348918,34986125
867,SSSSONE,8348918,15669767
868,SSSSONE,8348918,15669835
869,SSSSONE,8348918,15669817
870,SSSSONE,8348918,15669771
871,SSSSZSE,7436171,15668378
872,SSSSZSE,7436171,15668416
873,SSSSZSE,7436171,15668381
874,SSSSZSE,7436171,15668467
875,SSSSZSE,7436171,15668688
876,SSSWCLL,8070481,15669760
877,SSSWCLL,8070481,15669886
878,SSSWCLL,8070481,15669777
879,SSSWCLL,8070481,15669874
880,SSSWCLL,8070481,15669773
881,SSSWOLZ,8104378,15668688
882,SSSWOLZ,8104378,15668457
883,SSSWOLZ,8104378,15668471
884,SSSWOLZ,8104378,15668381
885,SSSWOLZ,8104378,15668467
886,SSSWORL,8131815,15668460
887,SSSWORL,8131815,15668379
888,SSSWORL,8131815,15669864
889,SSSWORL,8131815,15668478
890,SSSWORL,8131815,15668378
891,SSSWOZW,7414189,15668478
892,SSSWOZW,7414189,15668465
893,SSSWOZW,7414189,15668379
894,SSSWOZW,7414189,15669856
895,SSSWOZW,7414189,15668460
896,SSSWSNS,8162986,15669760
897,SSSWSNS,8162986,7625765
898,SSSWSNS,8162986,15669764
899,SSSWSNS,8162986,15669815
900,SSSWSNS,8162986,15669778
901,SSSZCCN,8073815,15669880
902,SSSZCCN,8073815,15669780
903,SSSZCCN,8073815,15669878
904,SSSZCCN,8073815,15669872
905,SSSZCCN,8073815,15669760
906,SSSZCHS,8256944,15669775
907,SSSZCHS,8256944,15669886
908,SSSZCHS,8256944,15669790
909,SSSZCHS,8256944,15669770
910,SSSZCHS,8256944,15669781
911,SSSZEOW,8143536,15669884
912,SSSZEOW,8143536,15669887
913,SSSZEOW,8143536,15669821
914,SSSZEOW,8143536,7574242
915,SSSZEOW,8143536,15669815
916,SSSZHZE,7397712,15669878
917,SSSZHZE,7397712,15669780
918,SSSZHZE,7397712,15669857
919,SSSZHZE,7397712,15669817
920,SSSZHZE,7397712,15668460
921,SSSZOON,7441794,15668465
922,SSSZOON,7441794,15668379
923,SSSZOON,7441794,15668378
924,SSSZOON,7441794,15668457
925,SSSZOON,7441794,15668467
926,SSSZWHO,7533198,15668688
927,SSSZWHO,7533198,15668381
928,SSSZWHO,7533198,15668469
929,SSSZWHO,7533198,15668463
930,SSSZWHO,7533198,15668520
931,SSSZWOR,8123840,7735760
932,SSSZWOR,8123840,7569801
933,SSSZWOR,8123840,15668416
934,SSSZWOR,8123840,7569799
935,SSSZWOR,8123840,15668463
936,SSWCEEO,8245697,15668462
937,SSWCEEO,8245697,15668688
938,SSWCEEO,8245697,15669872
939,SSWCEEO,8245697,15668467
940,SSWCEEO,8245697,15669764
941,SSWCOLR,8065871,15668460
942,SSWCOLR,8065871,15668469
943,SSWCOLR,8065871,15668462
944,SSWCOLR,8065871,15668473
945,SSWCOLR,8065871,21409124
946,SSWCZOC,8210933,15668688
947,SSWCZOC,8210933,15669864
948,SSWCZOC,8210933,15668381
949,SSWCZOC,8210933,15669869
950,SSWCZOC,8210933,15669762
951,SSWECLS,8314193,34987566
952,SSWECLS,8314193,34986113
953,SSWECLS,8314193,15669870
954,SSWECLS,8314193,15669869
955,SSWECLS,8314193,15669857
956,SSWELWZ,8149245,15669821
957,SSWELWZ,8149245,15669780
958,SSWELWZ,8149245,15669835
959,SSWELWZ,8149245,15669860
960,SSWELWZ,8149245,15669760
961,SSWERSN,8101807,15669869
962,SSWERSN,8101807,15669817
963,SSWERSN,8101807,34986328
964,SSWERSN,8101807,15669778
965,SSWERSN,8101807,21409004
966,SSWEZCZ,8205178,15669799
967,SSWEZCZ,8205178,15669863
968,SSWEZCZ,8205178,15669780
969,SSWEZCZ,8205178,15669767
970,SSWEZCZ,8205178,15669778
971,SSWHNCO,8289460,15669777
972,SSWHNCO,8289460,15669869
973,SSWHNCO,8289460,15669832
974,SSWHNCO,8289460,15669870
975,SSWHNCO,8289460,15669872
976,SSWHOZZ,8288927,15668381
977,SSWHOZZ,8288927,15668468
978,SSWHOZZ,8288927,15668478
979,SSWHOZZ,8288927,15668467
980,SSWHOZZ,8288927,92387970
981,SSWHRZZ,8250106,7593949
982,SSWHRZZ,8250106,7569802
983,SSWHRZZ,8250106,15668519
984,SSWHRZZ,8250106,15668379
985,SSWHRZZ,8250106,15669872
986,SSWLLSL,8061560,15668688
987,SSWLLSL,8061560,15668466
988,SSWLLSL,8061560,15668460
989,SSWLLSL,8061560,15668377
990,SSWLLSL,8061560,15668469
991,SSWLNRZ,8378408,15668381
992,SSWLNRZ,8378408,15668451
993,SSWLNRZ,8378408,15668462
994,SSWLNRZ,8378408,15668378
995,SSWLNRZ,8378408,15668688
996,SSWLNWS,8309697,15668381
997,SSWLNWS,8309697,15668451
998,SSWLNWS,8309697,15668688
999,SSWLNWS,8309697,15668473
1000,SSWLNWS,8309697,15668463
1001,SSWLSWS,8176714,15668465
1002,SSWLSWS,8176714,15668467
1003,SSWLSWS,8176714,15669829
1004,SSWLSWS,8176714,15669856
1005,SSWLSWS,8176714,15668451
1006,SSWLWNZ,7460826,15669772
1007,SSWLWNZ,7460826,15669780
1008,SSWLWNZ,7460826,15669866
1009,SSWLWNZ,7460826,15669825
1010,SSWLWNZ,7460826,7625765
1011,SSWNEHR,8268678,15669772
1012,SSWNEHR,8268678,15669764
1013,SSWNEHR,8268678,15669767
1014,SSWNEHR,8268678,15669856
1015,SSWNEHR,8268678,15669778
1016,SSWNLNH,8191090,15668381
1017,SSWNLNH,8191090,15668688
1018,SSWNLNH,8191090,15668465
1019,SSWNLNH,8191090,15668473
1020,SSWNLNH,8191090,15669760
1021,SSWNOEH,8203156,15669863
1022,SSWNOEH,8203156,15669777
1023,SSWNOEH,8203156,15669878
1024,SSWNOEH,8203156,15669781
1025,SSWNOEH,8203156,15669857
1026,SSWNRHC,8384422,15669764
1027,SSWNRHC,8384422,15669783
1028,SSWNRHC,8384422,15669772
1029,SSWNRHC,8384422,15668688
1030,SSWNRHC,8384422,15669770
1031,SSWNZEC,8158290,15669869
1032,SSWNZEC,8158290,15669823
1033,SSWNZEC,8158290,15669821
1034,SSWNZEC,8158290,34987566
1035,SSWNZEC,8158290,15669776
1036,SSWOOZW,8106238,15668460
1037,SSWOOZW,8106238,15668685
1038,SSWOOZW,8106238,15668688
1039,SSWOOZW,8106238,15668468
1040,SSWOOZW,8106238,15668381
1041,SSWOSRE,8089518,15669763
1042,SSWOSRE,8089518,15669780
1043,SSWOSRE,8089518,15670269
1044,SSWOSRE,8089518,15669860
1045,SSWOSRE,8089518,15669764
1046,SSWOWLE,8246335,15669799
1047,SSWOWLE,8246335,15669976
1048,SSWOWLE,8246335,15669856
1049,SSWOWLE,8246335,15669789
1050,SSWOWLE,8246335,15669821
1051,SSWREEE,8230690,15669866
1052,SSWREEE,8230690,15669765
1053,SSWREEE,8230690,29247044
1054,SSWREEE,8230690,15669772
1055,SSWREEE,8230690,15669988
1056,SSWRLOE,8081235,7637309
1057,SSWRLOE,8081235,15669863
1058,SSWRLOE,8081235,15669878
1059,SSWRLOE,8081235,15669856
1060,SSWRLOE,8081235,15669777
1061,SSWRLZN,8096359,15668467
1062,SSWRLZN,8096359,15668462
1063,SSWRLZN,8096359,15668457
1064,SSWRLZN,8096359,15668381
1065,SSWRLZN,8096359,15668458
1066,SSWSCEN,8113176,15668468
1067,SSWSCEN,8113176,15668381
1068,SSWSCEN,8113176,93141023
1069,SSWSCEN,8113176,15669910
1070,SSWSCEN,8113176,15668688
1071,SSWSLLZ,7369866,15669769
1072,SSWSLLZ,7369866,15668460
1073,SSWSLLZ,7369866,15669988
1074,SSWSLLZ,7369866,15668469
1075,SSWSLLZ,7369866,15668381
1076,SSWWENC,7517068,15668465
1077,SSWWENC,7517068,15668455
1078,SSWWENC,7517068,15668467
1079,SSWWENC,7517068,15668684
1080,SSWWENC,7517068,15668379
1081,SSWWLCZ,8180759,15669780
1082,SSWWLCZ,8180759,15668381
1083,SSWWLCZ,8180759,15668379
1084,SSWWLCZ,8180759,15668465
1085,SSWWLCZ,8180759,15668416
1086,SSWWNCH,8136393,15669775
1087,SSWWNCH,8136393,15669863
1088,SSWWNCH,8136393,15669771
1089,SSWWNCH,8136393,15669777
1090,SSWWNCH,8136393,15669780
1091,SSWWRHW,7560723,15668460
1092,SSWWRHW,7560723,15669778
1093,SSWWRHW,7560723,15669859
1094,SSWWRHW,7560723,15668453
1095,SSWWRHW,7560723,7569801
1096,SSWWZLW,7497374,15669772
1097,SSWWZLW,7497374,15669869
1098,SSWWZLW,7497374,15669777
1099,SSWWZLW,7497374,15668478
1100,SSWWZLW,7497374,15669862
1101,SSWWZNR,8255466,15668453
1102,SSWWZNR,8255466,15668460
1103,SSWWZNR,8255466,15668595
1104,SSWWZNR,8255466,15668458
1105,SSWWZNR,8255466,15668469
1106,SSWZEOR,7417942,15669856
1107,SSWZEOR,7417942,15668379
1108,SSWZEOR,7417942,15668478
1109,SSWZEOR,7417942,15669780
1110,SSWZEOR,7417942,15669790
1111,SSWZHRR,7440894,15668379
1112,SSWZHRR,7440894,15669817
1113,SSWZHRR,7440894,15669874
1114,SSWZHRR,7440894,15669760
1115,SSWZHRR,7440894,15670269
1116,SSWZRHL,8342762,15668460
1117,SSWZRHL,8342762,15668465
1118,SSWZRHL,8342762,15669886
1119,SSWZRHL,8342762,15668381
1120,SSWZRHL,8342762,15668467
1121,SSWZSSN,8287522,15670251
1122,SSWZSSN,8287522,15668688
1123,SSWZSSN,8287522,15670245
1124,SSWZSSN,8287522,15669767
1125,SSWZSSN,8287522,15669869
1126,SSZCOCE,8339302,15668478
1127,SSZCOCE,8339302,15668451
1128,SSZCOCE,8339302,15668460
1129,SSZCOCE,8339302,15668375
1130,SSZCOCE,8339302,15669880
1131,SSZCRCO,8213861,15669870
1132,SSZCRCO,8213861,15669883
1133,SSZCRCO,8213861,15669884
1134,SSZCRCO,8213861,15669776
1135,SSZCRCO,8213861,15669815
1136,SSZCWCC,8080311,15669821
1137,SSZCWCC,8080311,15670009
1138,SSZCWCC,8080311,15669863
1139,SSZCWCC,8080311,15669772
1140,SSZCWCC,8080311,15669878
1141,SSZEESN,7389900,15669878
1142,SSZEESN,7389900,15668462
1143,SSZEESN,7389900,15669861
1144,SSZEESN,7389900,15668377
1145,SSZEESN,7389900,15669765
1146,SSZEWNH,8236542,34986125
1147,SSZEWNH,8236542,15670251
1148,SSZEWNH,8236542,15669869
1149,SSZEWNH,8236542,15669821
1150,SSZEWNH,8236542,34986112
1151,SSZEWNZ,7517755,15668379
1152,SSZEWNZ,7517755,15668688
1153,SSZEWNZ,7517755,15670241
1154,SSZEWNZ,7517755,15670260
1155,SSZEWNZ,7517755,15668465
1156,SSZEWOW,8135835,15669760
1157,SSZEWOW,8135835,15669786
1158,SSZEWOW,8135835,15669861
1159,SSZEWOW,8135835,15668379
1160,SSZEWOW,8135835,15669863
1161,SSZEZHN,8089421,15669887
1162,SSZEZHN,8089421,15669872
1163,SSZEZHN,8089421,15669835
1164,SSZEZHN,8089421,15670267
1165,SSZEZHN,8089421,15669760
1166,SSZHCSO,8166910,15668416
1167,SSZHCSO,8166910,15670250
1168,SSZHCSO,8166910,15670168
1169,SSZHCSO,8166910,15668449
1170,SSZHCSO,8166910,15668469
1171,SSZHLRN,8065395,15669881
1172,SSZHLRN,8065395,15669856
1173,SSZHLRN,8065395,15668381
1174,SSZHLRN,8065395,15668468
1175,SSZHLRN,8065395,15668375
1176,SSZHOEE,8204496,7624790
1177,SSZHOEE,8204496,15669764
1178,SSZHOEE,8204496,15669760
1179,SSZHOEE,8204496,15669804
1180,SSZHOEE,8204496,15669884
1181,SSZHOER,8385399,34986125
1182,SSZHOER,8385399,15669764
1183,SSZHOER,8385399,93141023
1184,SSZHOER,8385399,15669799
1185,SSZHOER,8385399,15669969
1186,SSZLCSE,8075477,15669804
1187,SSZLCSE,8075477,15670267
1188,SSZLCSE,8075477,15669869
1189,SSZLCSE,8075477,15669821
1190,SSZLCSE,8075477,15669776
1191,SSZLEOL,8153266,15669860
1192,SSZLEOL,8153266,15669878
1193,SSZLEOL,8153266,15669762
1194,SSZLEOL,8153266,15669861
1195,SSZLEOL,8153266,15668378
1196,SSZLHES,7481117,15668478
1197,SSZLHES,7481117,15668688
1198,SSZLHES,7481117,15670251
1199,SSZLHES,7481117,15670157
1200,SSZLHES,7481117,15670245
1201,SSZLHHE,8343369,21408952
1202,SSZLHHE,8343369,15669878
1203,SSZLHHE,8343369,15669767
1204,SSZLHHE,8343369,15669776
1205,SSZLHHE,8343369,15669857
1206,SSZLLCR,8289409,15669781
1207,SSZLLCR,8289409,15669814
1208,SSZLLCR,8289409,15668379
1209,SSZLLCR,8289409,15669776
1210,SSZLLCR,8289409,15669775
1211,SSZLLON,8118745,15669763
1212,SSZLLON,8118745,15669769
1213,SSZLLON,8118745,15669869
1214,SSZLLON,8118745,15669863
1215,SSZLLON,8118745,15669817
1216,SSZLNCH,8243363,15669763
1217,SSZLNCH,8243363,15669762
1218,SSZLNCH,8243363,15668460
1219,SSZLNCH,8243363,15669769
1220,SSZLNCH,8243363,15669863
1221,SSZLWLC,8192688,15668460
1222,SSZLWLC,8192688,15668467
1223,SSZLWLC,8192688,15669799
1224,SSZLWLC,8192688,15668455
1225,SSZLWLC,8192688,15669821
1226,SSZLWOS,8284427,15669887
1227,SSZLWOS,8284427,15669769
1228,SSZLWOS,8284427,21409004
1229,SSZLWOS,8284427,15669885
1230,SSZLWOS,8284427,15669819
1231,SSZLZRN,7486173,15668467
1232,SSZLZRN,7486173,15668460
1233,SSZLZRN,7486173,15668453
1234,SSZLZRN,7486173,15668381
1235,SSZLZRN,7486173,15669878
1236,SSZNNNN,8107580,7689353
1237,SSZNNNN,8107580,15669880
1238,SSZNNNN,8107580,15669814
1239,SSZNNNN,8107580,15669886
1240,SSZNNNN,8107580,7580823
1241,SSZNOHH,8227029,15669869
1242,SSZNOHH,8227029,34986328
1243,SSZNOHH,8227029,15669832
1244,SSZNOHH,8227029,15669872
1245,SSZNOHH,8227029,15669767
1246,SSZNOWR,8223433,15670251
1247,SSZNOWR,8223433,15668465
1248,SSZNOWR,8223433,15668478
1249,SSZNOWR,8223433,15668379
1250,SSZNOWR,8223433,15668470
1251,SSZNRER,8067510,15669863
1252,SSZNRER,8067510,15669880
1253,SSZNRER,8067510,15669887
1254,SSZNRER,8067510,15669760
1255,SSZNRER,8067510,15669870
1256,SSZNWLH,8120702,15669781
1257,SSZNWLH,8120702,15669869
1258,SSZNWLH,8120702,15669860
1259,SSZNWLH,8120702,15669832
1260,SSZNWLH,8120702,15670267
1261,SSZNWWS,8258691,15668379
1262,SSZNWWS,8258691,15669861
1263,SSZNWWS,8258691,15669764
1264,SSZNWWS,8258691,15669863
1265,SSZNWWS,8258691,15668460
1266,SSZRRWR,8315583,15669777
1267,SSZRRWR,8315583,15669869
1268,SSZRRWR,8315583,7580802
1269,SSZRRWR,8315583,15669825
1270,SSZRRWR,8315583,34987566
1271,SSZRSZL,8333457,15668381
1272,SSZRSZL,8333457,15668688
1273,SSZRSZL,8333457,15668467
1274,SSZRSZL,8333457,15669763
1275,SSZRSZL,8333457,15668379
1276,SSZRWON,8157592,15669781
1277,SSZRWON,8157592,15669857
1278,SSZRWON,8157592,15669776
1279,SSZRWON,8157592,15669814
1280,SSZRWON,8157592,15669838
1281,SSZSNZN,8338252,15669878
1282,SSZSNZN,8338252,15669760
1283,SSZSNZN,8338252,34986129
1284,SSZSNZN,8338252,15668378
1285,SSZSNZN,8338252,15669856
1286,SSZSRHO,8273931,15669760
1287,SSZSRHO,8273931,34986129
1288,SSZSRHO,8273931,15669880
1289,SSZSRHO,8273931,15669789
1290,SSZSRHO,8273931,15669884
1291,SSZSWHS,8154900,15669856
1292,SSZSWHS,8154900,15669874
1293,SSZSWHS,8154900,15669780
1294,SSZSWHS,8154900,34987568
1295,SSZSWHS,8154900,15669814
1296,SSZWOEE,8331712,15668381
1297,SSZWOEE,8331712,15668462
1298,SSZWOEE,8331712,15668378
1299,SSZWOEE,8331712,15669863
1300,SSZWOEE,8331712,15669760
1301,SSZWOZH,8070166,15668460
1302,SSZWOZH,8070166,15668451
1303,SSZWOZH,8070166,15669765
1304,SSZWOZH,8070166,15669875
1305,SSZWOZH,8070166,15668379
1306,SSZWROC,8353022,15668379
1307,SSZWROC,8353022,15668478
1308,SSZWROC,8353022,15669885
1309,SSZWROC,8353022,15668460
1310,SSZWROC,8353022,93141023
1311,SSZWRWL,8152500,15669872
1312,SSZWRWL,8152500,15669988
1313,SSZWRWL,8152500,15670269
1314,SSZWRWL,8152500,15669763
1315,SSZWRWL,8152500,15669832
1316,SSZWSNR,8172528,15668688
1317,SSZWSNR,8172528,15668462
1318,SSZWSNR,8172528,15669791
1319,SSZWSNR,8172528,15668379
1320,SSZWSNR,8172528,15668381
1321,SSZZLEO,7347668,15669764
1322,SSZZLEO,7347668,15669864
1323,SSZZLEO,7347668,15668379
1324,SSZZLEO,7347668,15669780
1325,SSZZLEO,7347668,34987566
1326,SSZZLHW,7439628,15670251
1327,SSZZLHW,7439628,15670260
1328,SSZZLHW,7439628,15670250
1329,SSZZLHW,7439628,7587494
1330,SSZZLHW,7439628,7587694
1331,SSZZLOE,8156893,15670251
1332,SSZZLOE,8156893,15668685
1333,SSZZLOE,8156893,15668379
1334,SSZZLOE,8156893,15668467
1335,SSZZLOE,8156893,15668381
1336,SSZZWOR,8084238,15668688
1337,SSZZWOR,8084238,15668460
1338,SSZZWOR,8084238,15670157
1339,SSZZWOR,8084238,15668378
1340,SSZZWOR,8084238,15670241
1341,SSZZZOE,7724198,15668478
1342,SSZZZOE,7724198,15670157
1343,SSZZZOE,7724198,15668474
1344,SSZZZOE,7724198,15670250
1345,SSZZZOE,7724198,15670163
1346,SWCCLHS,8279743,15668379
1347,SWCCLHS,8279743,15668460
1348,SWCCLHS,8279743,15668457
1349,SWCCLHS,8279743,15669863
1350,SWCCLHS,8279743,15668688
1351,SWCCOLE,7527581,15668458
1352,SWCCOLE,7527581,15668467
1353,SWCCOLE,7527581,15668379
1354,SWCCOLE,7527581,15668463
1355,SWCCOLE,7527581,15668416
1356,SWCCRWR,8089417,15668460
1357,SWCCRWR,8089417,15670157
1358,SWCCRWR,8089417,15668468
1359,SWCCRWR,8089417,15669764
1360,SWCCRWR,8089417,15670241
1361,SWCCRWW,7581908,15668594
1362,SWCCRWW,7581908,15668381
1363,SWCCRWW,7581908,15668474
1364,SWCCRWW,7581908,15669869
1365,SWCCRWW,7581908,15668458
1366,SWCCSEN,8265392,15668378
1367,SWCCSEN,8265392,15669764
1368,SWCCSEN,8265392,15668379
1369,SWCCSEN,8265392,15668381
1370,SWCCSEN,8265392,15668459
1371,SWCCWNZ,7341985,15669878
1372,SWCCWNZ,7341985,15669861
1373,SWCCWNZ,7341985,34987566
1374,SWCCWNZ,7341985,15668460
1375,SWCCWNZ,7341985,15669780
1376,SWCCZRH,8230241,15668460
1377,SWCCZRH,8230241,15668378
1378,SWCCZRH,8230241,15668688
1379,SWCCZRH,8230241,15670260
1380,SWCCZRH,8230241,15668468
1381,SWCECRN,8308098,15668462
1382,SWCECRN,8308098,15668474
1383,SWCECRN,8308098,15668381
1384,SWCECRN,8308098,15668451
1385,SWCECRN,8308098,15668379
1386,SWCECSR,8179797,15668473
1387,SWCECSR,8179797,15668463
1388,SWCECSR,8179797,15668688
1389,SWCECSR,8179797,15668478
1390,SWCECSR,8179797,15668462
1391,SWCEHCR,8128430,15669780
1392,SWCEHCR,8128430,15669775
1393,SWCEHCR,8128430,15669760
1394,SWCEHCR,8128430,15669823
1395,SWCEHCR,8128430,15668378
1396,SWCENNH,7345164,15668688
1397,SWCENNH,7345164,15668460
1398,SWCENNH,7345164,15668416
1399,SWCENNH,7345164,15668462
1400,SWCENNH,7345164,15668457
1401,SWCEWOZ,8352430,15668688
1402,SWCEWOZ,8352430,15668460
1403,SWCEWOZ,8352430,15668381
1404,SWCEWOZ,8352430,15668468
1405,SWCEWOZ,8352430,15668685
1406,SWCEZWH,8331278,15669859
1407,SWCEZWH,8331278,15668460
1408,SWCEZWH,8331278,15668520
1409,SWCEZWH,8331278,15669769
1410,SWCEZWH,8331278,15669771
1411,SWCHLSS,8109885,15669863
1412,SWCHLSS,8109885,15669872
1413,SWCHLSS,8109885,15669884
1414,SWCHLSS,8109885,15669817
1415,SWCHLSS,8109885,15669783
1416,SWCHOEW,8139620,15668467
1417,SWCHOEW,8139620,15668381
1418,SWCHOEW,8139620,15668458
1419,SWCHOEW,8139620,15668466
1420,SWCHOEW,8139620,15668465
1421,SWCLCLW,8241466,15668478
1422,SWCLCLW,8241466,15668453
1423,SWCLCLW,8241466,7569806
1424,SWCLCLW,8241466,15668688
1425,SWCLCLW,8241466,15668458
1426,SWCLHHO,8198721,15669767
1427,SWCLHHO,8198721,15668467
1428,SWCLHHO,8198721,15668688
1429,SWCLHHO,8198721,15669821
1430,SWCLHHO,8198721,15669878
1431,SWCLLSO,8088678,15669869
1432,SWCLLSO,8088678,15669857
1433,SWCLLSO,8088678,34992815
1434,SWCLLSO,8088678,15669965
1435,SWCLLSO,8088678,15669780
1436,SWCLOCL,7675127,15670250
1437,SWCLOCL,7675127,15670254
1438,SWCLOCL,7675127,15670260
1439,SWCLOCL,7675127,15670182
1440,SWCLOCL,7675127,15668468
1441,SWCLWHL,8109052,15669776
1442,SWCLWHL,8109052,15669860
1443,SWCLWHL,8109052,15669869
1444,SWCLWHL,8109052,21408952
1445,SWCLWHL,8109052,15669767
1446,SWCNZWC,8089178,15669814
1447,SWCNZWC,8089178,15669790
1448,SWCNZWC,8089178,15669777
1449,SWCNZWC,8089178,15669823
1450,SWCNZWC,8089178,15669775
1451,SWCNZWN,8089212,15668469
1452,SWCNZWN,8089212,15668466
1453,SWCNZWN,8089212,15668463
1454,SWCNZWN,8089212,15668688
1455,SWCNZWN,8089212,15668462
1456,SWCOLON,8087997,15668381
1457,SWCOLON,8087997,15668378
1458,SWCOLON,8087997,15668467
1459,SWCOLON,8087997,15668375
1460,SWCOLON,8087997,15668478
1461,SWCOLWE,7599737,15670260
1462,SWCOLWE,7599737,15668520
1463,SWCOLWE,7599737,15669878
1464,SWCOLWE,7599737,15669869
1465,SWCOLWE,7599737,15668451
1466,SWCOSLL,7412276,15669880
1467,SWCOSLL,7412276,15669832
1468,SWCOSLL,7412276,15670267
1469,SWCOSLL,7412276,15669830
1470,SWCOSLL,7412276,15669872
1471,SWCOWRR,8195996,15669760
1472,SWCOWRR,8195996,15668378
1473,SWCOWRR,8195996,15668467
1474,SWCOWRR,8195996,15669814
1475,SWCOWRR,8195996,7569801
1476,SWCRLZN,7476405,15668381
1477,SWCRLZN,7476405,15668467
1478,SWCRLZN,7476405,15669824
1479,SWCRLZN,7476405,15669764
1480,SWCRLZN,7476405,15669856
1481,SWCRRCE,7544462,15669878
1482,SWCRRCE,7544462,15669780
1483,SWCRRCE,7544462,15668460
1484,SWCRRCE,7544462,15669760
1485,SWCRRCE,7544462,15668462
1486,SWCRRLL,7481636,15670251
1487,SWCRRLL,7481636,15668449
1488,SWCRRLL,7481636,15669869
1489,SWCRRLL,7481636,34986125
1490,SWCRRLL,7481636,15668476
1491,SWCRWEH,8074820,15668378
1492,SWCRWEH,8074820,15668467
1493,SWCRWEH,8074820,15668453
1494,SWCRWEH,8074820,15668377
1495,SWCRWEH,8074820,15668379
1496,SWCRZCH,7473154,15668379
1497,SWCRZCH,7473154,15669817
1498,SWCRZCH,7473154,15668469
1499,SWCRZCH,7473154,15669864
1500,SWCRZCH,7473154,15668378
1501,SWCSEHL,7587814,15668465
1502,SWCSEHL,7587814,15668460
1503,SWCSEHL,7587814,15668478
1504,SWCSEHL,7587814,15669773
1505,SWCSEHL,7587814,15668458
1506,SWCSHZW,7710637,15668381
1507,SWCSHZW,7710637,15668689
1508,SWCSHZW,7710637,15670250
1509,SWCSHZW,7710637,15668520
1510,SWCSHZW,7710637,15670252
1511,SWCWNCO,8268096,15669804
1512,SWCWNCO,8268096,7580802
1513,SWCWNCO,8268096,15669965
1514,SWCWNCO,8268096,15669760
1515,SWCWNCO,8268096,15669767
1516,SWCWSRR,8275185,15668378
1517,SWCWSRR,8275185,7587651
1518,SWCWSRR,8275185,15669872
1519,SWCWSRR,8275185,15668460
1520,SWCWSRR,8275185,15669880
1521,SWCWSZR,7635812,15670250
1522,SWCWSZR,7635812,15670169
1523,SWCWSZR,7635812,15668416
1524,SWCWSZR,7635812,15670157
1525,SWCWSZR,7635812,15670260
1526,SWCZCSZ,8133840,15669767
1527,SWCZCSZ,8133840,7580802
1528,SWCZCSZ,8133840,7753742
1529,SWCZCSZ,8133840,7570488
1530,SWCZCSZ,8133840,15669777
1531,SWCZELR,8080218,15668469
1532,SWCZELR,8080218,15668688
1533,SWCZELR,8080218,15668378
1534,SWCZELR,8080218,15669886
1535,SWCZELR,8080218,15668687
